time;LTFT add. B1;LTFT add. B2;LTFT mul. B1;LTFT mul. B2;InjTmCyl1;STFT B1;STFT B2;Coolant;Lambda B1;Lambda B2;RPM
190959;0.148364;-0.0635843;-1.24054;0.460815;3.62;2.62146;1.31989;52.5;1.00879;1.00293;720
191000;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.45056;1.23444;52.5;1.00879;1.00195;724
191039;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.5116;1.22223;52.5;1.00879;1.00195;722
191079;0.148364;-0.0635843;-1.24054;0.460815;3.636;2.57111;1.21918;52.5;1.00879;1.00195;715
191120;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.64282;1.19476;52.5;1.00879;1.00195;718
191167;0.148364;-0.0635843;-1.24054;0.460815;3.636;2.74048;1.14899;52.5;1.00879;1.00195;720
191208;0.148364;-0.0635843;-1.24054;0.460815;3.636;2.41242;1.13068;52.5;1.00684;1.00195;718
191249;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.6947;1.07727;52.5;1.00684;1.00195;720
191288;0.148364;-0.0635843;-1.24054;0.460815;3.668;2.99072;1.0437;52.5;1.00879;1.00195;718
191328;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.84729;1.00861;52.5;1.00684;1.00195;726
191368;0.148364;-0.0635843;-1.24054;0.460815;3.62;2.65503;1.15967;52.5;1.00488;1.00293;724
191409;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.70386;1.04218;52.5;1.00488;1.00293;721
191448;0.148364;-0.0635843;-1.24054;0.460815;3.58;2.79236;1.01929;52.5;1.00488;1.00293;724
191489;0.148364;-0.0635843;-1.24054;0.460815;3.556;2.35901;1.35956;52.5;1.00195;1.00488;722
191530;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.43988;1.0788;52.5;1;1.00488;719
191578;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.388;1.00555;52.5;0.999023;1.00586;718
191617;0.148364;-0.0635843;-1.24054;0.460815;3.556;2.42767;1.06811;52.5;0.999023;1.00586;722
191658;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.22626;1.01318;52.5;0.99707;1.00586;724
191697;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.10419;0.976562;52.5;0.994141;1.00586;722
191738;0.148364;-0.0635843;-1.24054;0.460815;3.524;1.83258;1.28174;52.5;0.994141;1.00879;721
191778;0.148364;-0.0635843;-1.24054;0.460815;3.504;2.22473;1.29852;52.5;0.996094;1.00879;726
191819;0.148364;-0.0635843;-1.24054;0.460815;3.524;1.95465;1.29089;52.5;0.996094;1.00879;724
191858;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.651;1.35498;52.5;0.994141;1.00879;721
191898;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.58081;1.37787;52.5;0.994141;1.00879;721
191935;0.148364;-0.0635843;-1.24054;0.460815;3.5;1.52435;1.40686;52.5;0.994141;1.00879;725
191978;0.148364;-0.0635843;-1.24054;0.460815;3.524;1.43738;0.880432;52.5;0.994141;1.00586;718
192016;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.36414;1.21918;52.5;0.994141;1.00586;721
192058;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.28784;1.26343;52.5;0.996094;1.00586;720
192098;0.148364;-0.0635843;-1.24054;0.460815;3.528;1.57471;1.297;52.5;0.999023;1.00586;721
192138;0.148364;-0.0635843;-1.24054;0.460815;3.56;1.76544;1.15204;52.5;0.999023;1.00488;720
192178;0.148364;-0.0635843;-1.24054;0.460815;3.588;1.70441;1.27716;52.5;1;1.00488;719
192217;0.148364;-0.0635843;-1.24054;0.460815;3.596;1.7395;1.33209;52.5;1.00195;1.00488;723
192260;0.148364;-0.0635843;-1.24054;0.460815;3.588;1.98364;1.42822;52.5;1.00488;1.00488;724
192309;0.148364;-0.0635843;-1.24054;0.460815;3.648;2.54364;1.13983;52.5;1.00879;1.00293;719
192345;0.148364;-0.0635843;-1.24054;0.460815;3.624;2.51007;1.39923;52.5;1.00879;1.00293;721
192386;0.148364;-0.0635843;-1.24054;0.460815;3.632;2.50549;1.44653;52.5;1.00879;1.00293;721
192427;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.948;1.45874;52.5;1.01074;1.00293;723
192469;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.79694;1.29242;52.5;1.01074;1.00195;721
192508;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.43835;1.38245;52.5;1.00879;1.00195;724
192546;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.69165;1.37787;52.5;1.00879;1.00195;727
192588;0.148364;-0.0635843;-1.24054;0.460815;3.62;2.7771;1.35193;53.25;1.00879;1.00195;724
192628;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.8595;0.914002;53.25;1.00879;1;723
192668;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.5177;1.07574;53.25;1.00684;1;727
192706;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.56195;1.02844;53.25;1.00488;1;724
192746;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.63214;1.18561;53.25;1.00488;1.00195;722
192786;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.28424;1.15204;53.25;1.00293;1.00195;720
192827;0.148364;-0.0635843;-1.24054;0.460815;3.576;2.31628;1.11084;53.25;1.00195;1.00195;726
192867;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.02179;1.08032;53.25;0.999023;1.00195;724
192907;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.18048;1.16119;53.25;0.999023;1.00293;720
192948;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.38953;1.10321;53.25;1;1.00293;725
192986;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.38342;1.01318;53.25;0.999023;1.00293;724
193027;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.00653;0.950623;53.25;0.996094;1.00293;721
193067;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.14386;0.904846;53.25;0.996094;1.00293;719
193106;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.27051;0.842285;53.25;0.99707;1.00293;722
193146;0.148364;-0.0635843;-1.24054;0.460815;3.504;2.15454;0.834656;53.25;0.996094;1.00293;724
193186;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.88599;1.00403;53.25;0.994141;1.00488;721
193228;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.82953;1.01776;53.25;0.994141;1.00488;722
193267;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.76544;1.0376;53.25;0.994141;1.00488;723
193308;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.71509;1.06049;53.25;0.994141;1.00488;722
193345;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.63574;1.28632;53.25;0.994141;1.00586;722
193387;0.148364;-0.0635843;-1.24054;0.460815;3.48;1.98059;1.23444;53.25;0.996094;1.00586;724
193427;0.148364;-0.0635843;-1.24054;0.460815;3.488;1.93176;1.27106;53.25;0.99707;1.00586;723
193464;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.75476;1.32752;53.25;0.99707;1.00586;719
193508;0.148364;-0.0635843;-1.24054;0.460815;3.512;1.68915;1.3794;53.25;0.99707;1.00586;719
193545;0.148364;-0.0635843;-1.24054;0.460815;3.524;1.86005;1.41144;53.25;0.999023;1.00586;722
193588;0.148364;-0.0635843;-1.24054;0.460815;3.524;2.03095;1.44806;53.25;1;1.00586;724
193625;0.148364;-0.0635843;-1.24054;0.460815;3.588;2.32391;1.28479;53.25;1.00293;1.00488;718
193668;0.148364;-0.0635843;-1.24054;0.460815;3.576;1.92566;1.63422;53.25;1.00195;1.00488;725
193707;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.16217;1.52893;53.25;1.00391;1.00488;723
193746;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.28119;1.58997;53.25;1.00488;1.00488;720
193785;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.78473;1.67084;53.25;1.00879;1.00488;721
193826;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.56958;1.51825;53.25;1.00879;1.00293;723
193867;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.36359;1.55487;53.25;1.00684;1.00293;720
193905;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.59857;1.5686;53.25;1.00879;1.00293;719
193947;0.148364;-0.0635843;-1.24054;0.460815;3.636;2.86255;1.47553;53.25;1.01074;1.00195;716
193985;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.7359;1.27564;53.25;1.01074;1;722
194028;0.148364;-0.0635843;-1.24054;0.460815;3.624;3.00903;1.44958;53.25;1.01074;1.00195;720
194066;0.148364;-0.0635843;-1.24054;0.460815;3.652;3.08533;1.41144;53.25;1.01074;1.00195;717
194105;0.148364;-0.0635843;-1.24054;0.460815;3.632;3.38593;1.3855;53.25;1.01269;1.00195;722
194147;0.148364;-0.0635843;-1.24054;0.460815;3.644;3.45917;1.36108;53.25;1.01269;1.00195;721
194188;0.148364;-0.0635843;-1.24054;0.460815;3.644;3.32947;1.49841;53.25;1.01074;1.00293;718
194228;0.148364;-0.0635843;-1.24054;0.460815;3.652;3.40576;1.36261;53.25;1.01074;1.00293;718
194267;0.148364;-0.0635843;-1.24054;0.460815;3.62;3.24097;1.32752;53.25;1.00879;1.00293;721
194306;0.148364;-0.0635843;-1.24054;0.460815;3.644;3.0777;1.31378;53.25;1.00684;1.00293;716
194347;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.92816;1.67847;53.25;1.00488;1.00488;724
194387;0.148364;-0.0635843;-1.24054;0.460815;3.556;2.79236;1.63422;53.25;1.00293;1.00586;723
194426;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.7771;1.48468;53.25;1.00195;1.00586;725
194467;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.87781;1.40228;53.25;1.00195;1.00586;723
194506;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.16827;1.92871;53.25;0.99707;1.00879;722
194546;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.38953;1.57776;53.25;0.99707;1.00879;722
194589;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.39868;1.55945;53.25;0.99707;1.00879;724
194628;0.148364;-0.0635843;-1.24054;0.460815;3.552;2.37427;1.53656;53.25;0.99707;1.00879;718
194668;0.148364;-0.0635843;-1.24054;0.460815;3.524;2.23083;1.35193;53.25;0.996094;1.00781;724
194706;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.93787;1.74713;53.25;0.994141;1.01074;724
194747;0.148364;-0.0635843;-1.24054;0.460815;3.536;1.87988;1.77155;53.25;0.994141;1.01074;716
194788;0.148364;-0.0635843;-1.24054;0.460815;3.552;2.02942;1.80511;53.25;0.996094;1.01074;717
194838;0.148364;-0.0635843;-1.24054;0.460815;3.524;1.73645;1.85394;53.25;0.994141;1.01074;717
194876;0.148364;-0.0635843;-1.24054;0.460815;3.54;1.89209;2.08588;53.25;0.996094;1.01269;718
194915;0.148364;-0.0635843;-1.24054;0.460815;3.536;1.94092;2.14233;53.25;0.99707;1.01074;717
194956;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.0874;2.01416;53.25;1;1.01074;718
194997;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.13013;2.05536;53.25;1;1.00879;722
195036;0.148364;-0.0635843;-1.24054;0.460815;3.552;2.10266;1.9165;53.25;1;1.00879;721
195075;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.48718;1.94397;53.25;1.00195;1.00879;721
195118;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.43225;1.99738;53.25;1.00293;1.00879;720
195166;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.19116;1.83106;53.25;1.00293;1.00586;723
195206;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.11334;1.90887;53.25;1.00293;1.00586;722
195248;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.0752;1.97754;53.25;1.00293;1.00586;718
195287;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.2583;1.93176;53.25;1.00488;1.00488;717
195326;0.148364;-0.0635843;-1.24054;0.460815;3.596;1.84784;1.58997;53.25;1.00293;1.00293;723
195368;0.148364;-0.0635843;-1.24054;0.460815;3.588;2.27661;1.80054;53.25;1.00391;1.00293;722
195406;0.148364;-0.0635843;-1.24054;0.460815;3.588;2.2171;1.69525;53.25;1.00391;1.00195;721
195449;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.38342;1.70288;53.25;1.00488;1.00195;721
195488;0.148364;-0.0635843;-1.24054;0.460815;3.58;2.44141;1.66779;53.25;1.00488;1.00195;726
195527;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.51007;1.44653;53.25;1.00488;1;722
195568;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.57111;1.61896;53.25;1.00488;1.00195;723
195607;0.148364;-0.0635843;-1.24054;0.460815;3.588;2.89307;1.58234;53.25;1.00684;1.00195;727
195648;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.948;1.53351;53.25;1.00684;1.00195;727
195687;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.81525;1.49383;53.25;1.00488;1.00195;725
195728;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.86255;1.44806;53.25;1.00488;1.00195;722
195767;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.92053;1.4389;53.25;1.00488;1.00195;727
195810;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.7359;1.41296;53.25;1.00293;1.00195;723
195859;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.70996;1.5686;53.25;1;1.00293;723
195898;0.148364;-0.0635843;-1.24054;0.460815;3.552;2.58789;1.39618;53.25;1;1.00293;717
195937;0.148364;-0.0635843;-1.24054;0.460815;3.54;2.68097;1.31836;53.25;1;1.00293;722
195978;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.73285;1.24817;53.25;1;1.00293;723
196016;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.55585;1.40076;53.25;0.999023;1.00488;720
196059;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.66419;1.37024;53.25;1;1.00488;721
196106;0.148364;-0.0635843;-1.24054;0.460815;3.556;3.16162;1.44806;53.25;1.00195;1.00586;722
196145;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.92053;1.44806;53.25;1.00195;1.00586;723
196187;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.64435;1.46179;53.25;1;1.00586;719
196228;0.148364;-0.0635843;-1.24054;0.460815;3.564;2.81982;1.48315;53.25;1.00195;1.00586;719
196268;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.75879;1.52741;53.25;1.00195;1.00586;720
196309;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.27966;1.56555;53.25;1;1.00586;721
196346;0.148364;-0.0635843;-1.24054;0.460815;3.54;2.40326;1.61133;53.25;1;1.00586;720
196387;0.148364;-0.0635843;-1.24054;0.460815;3.516;2.33765;1.66779;53.25;1;1.00586;724
196426;0.148364;-0.0635843;-1.24054;0.460815;3.508;2.50854;1.71661;53.25;1.00195;1.00586;726
196466;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.87323;1.65405;53.25;1.00488;1.00488;722
196508;0.148364;-0.0635843;-1.24054;0.460815;3.552;2.64587;1.68457;53.25;1.00391;1.00488;724
196547;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.59399;1.73187;53.25;1.00391;1.00488;726
196590;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.6123;1.79443;53.25;1.00488;1.00488;728
196637;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.53906;1.47705;53.25;1.00488;1.00293;725
196678;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.44446;1.75781;53.25;1.00488;1.00293;725
196717;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.41394;1.82495;53.25;1.00488;1.00293;728
196757;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.80456;1.8692;53.25;1.00684;1.00293;728
196797;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.61688;1.9043;53.25;1.00684;1.00293;723
196838;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.65503;1.93329;53.25;1.00684;1.00293;725
196877;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.69775;1.92261;53.25;1.00684;1.00293;725
196919;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.75574;1.92108;53.25;1.00879;1.00293;727
196967;0.148364;-0.0635843;-1.24054;0.460815;3.636;2.65198;1.87225;53.25;1.00684;1.00293;722
197006;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.50549;1.84631;53.25;1.00488;1.00293;723
197046;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.78168;1.81732;53.25;1.00488;1.00293;727
197087;0.148364;-0.0635843;-1.24054;0.460815;3.6;3.04871;1.77002;53.25;1.00488;1.00293;726
197126;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.69623;1.74408;53.25;1.00293;1.00293;724
197167;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.565;1.70135;53.25;1.00195;1.00293;725
197208;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.6825;1.66779;53.25;1.00195;1.00293;727
197251;0.148364;-0.0635843;-1.24054;0.460815;3.56;2.73895;2.04773;53.25;1.00195;1.00488;727
197298;0.148364;-0.0635843;-1.24054;0.460815;3.54;2.38037;1.61285;53.25;1;1.00293;726
197337;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.57568;1.76544;53.25;0.999023;1.00488;725
197376;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.66113;1.67389;53.25;0.999023;1.00488;724
197416;0.148364;-0.0635843;-1.24054;0.460815;3.516;2.7359;1.61133;53.25;0.999023;1.00488;727
197456;0.148364;-0.0635843;-1.24054;0.460815;3.54;2.54822;1.56555;53.25;0.99707;1.00488;719
197499;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.44904;1.52435;53.25;0.995117;1.00488;722
197547;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.3056;1.58539;53.25;0.995117;1.00586;722
197588;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.15149;1.58081;53.25;0.994141;1.00586;721
197627;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.09045;1.58844;53.25;0.994141;1.00586;722
197666;0.148364;-0.0635843;-1.24054;0.460815;3.528;1.81885;1.6098;53.25;0.993164;1.00586;719
197707;0.148364;-0.0635843;-1.24054;0.460815;3.516;1.84784;1.64795;53.25;0.993164;1.00586;725
197750;0.148364;-0.0635843;-1.24054;0.460815;3.492;1.77002;1.68915;53.25;0.993164;1.00586;726
197797;0.148364;-0.0635843;-1.24054;0.460815;3.508;1.80206;1.7334;53.25;0.994141;1.00586;723
197838;0.148364;-0.0635843;-1.24054;0.460815;3.504;1.71967;1.77612;53.25;0.994141;1.00586;725
197877;0.148364;-0.0635843;-1.24054;0.460815;3.484;1.64337;1.84174;53.25;0.996094;1.00586;727
197918;0.148364;-0.0635843;-1.24054;0.460815;3.528;2.01569;1.87531;53.25;0.99707;1.00586;722
197957;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.11945;1.80511;53.25;0.999023;1.00488;724
197998;0.148364;-0.0635843;-1.24054;0.460815;3.576;2.06757;1.83716;53.25;0.999023;1.00488;720
198037;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.00195;1.89056;53.25;0.999023;1.00293;723
198080;0.148364;-0.0635843;-1.24054;0.460815;3.564;2.01416;1.77002;53.25;1;1.00293;727
198127;0.148364;-0.0635843;-1.24054;0.460815;3.604;2.10724;1.69067;53.25;1.00195;1.00195;720
198168;0.148364;-0.0635843;-1.24054;0.460815;3.584;2.06299;1.85699;53.25;1.00195;1.00195;724
198207;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.14386;1.51215;53.25;1.00293;1;725
198248;0.148364;-0.0635843;-1.24054;0.460815;3.6;2.55737;1.72882;53.25;1.00488;1;720
198286;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.8122;1.74255;53.25;1.00684;1;720
198330;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.24457;1.74866;53.25;1.00488;1;717
198377;0.148364;-0.0635843;-1.24054;0.460815;3.628;2.71606;1.74255;53.25;1.00684;0.999023;721
198417;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.78015;1.80664;53.25;1.00879;1;725
198456;0.148364;-0.0635843;-1.24054;0.460815;3.652;3.07159;1.58386;53.25;1.00879;0.999023;718
198496;0.148364;-0.0635843;-1.24054;0.460815;3.62;2.92664;1.5564;53.25;1.00684;0.999023;723
198538;0.148364;-0.0635843;-1.24054;0.460815;3.62;3.01666;1.60065;53.25;1.00684;1;725
198579;0.148364;-0.0635843;-1.24054;0.460815;3.636;3.05786;1.5564;53.25;1.00684;1;722
198627;0.148364;-0.0635843;-1.24054;0.460815;3.636;3.19519;1.49078;53.25;1.00684;1;723
198667;0.148364;-0.0635843;-1.24054;0.460815;3.612;2.99835;1.65405;53.25;1.00488;1.00195;722
198707;0.148364;-0.0635843;-1.24054;0.460815;3.6;3.06091;1.64032;53.25;1.00488;1.00195;725
198748;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.91138;1.79901;53.25;1.00293;1.00293;726
198787;0.148364;-0.0635843;-1.24054;0.460815;3.564;3.00446;1.64337;54;1.00293;1.00293;720
198828;0.148364;-0.0635843;-1.24054;0.460815;3.548;3.00598;1.97144;54;1.00195;1.00488;723
198869;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.85187;1.90124;54;1;1.00586;725
198909;0.148364;-0.0635843;-1.24054;0.460815;3.524;2.88239;1.73798;54;1;1.00586;727
198958;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.90832;1.70746;54;0.999023;1.00586;724
198997;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.36053;1.68457;54;0.99707;1.00586;722
199036;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.32697;1.67999;54;0.996094;1.00781;723
199076;0.148364;-0.0635843;-1.24054;0.460815;3.524;2.37579;1.87073;54;0.996094;1.00781;724
199117;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.31171;1.6983;54;0.996094;1.00586;719
199158;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.13165;1.72424;54;0.993164;1.00586;721
199207;0.148364;-0.0635843;-1.24054;0.460815;3.5;2.00348;1.78223;54;0.994141;1.00586;724
199246;0.148364;-0.0635843;-1.24054;0.460815;3.508;1.83563;1.8219;54;0.994141;1.00586;726
199286;0.148364;-0.0635843;-1.24054;0.460815;3.508;1.55945;1.77765;54;0.994141;1.00488;724
199326;0.148364;-0.0635843;-1.24054;0.460815;3.5;1.69678;1.41907;54;0.994141;1.00293;724
199367;0.148364;-0.0635843;-1.24054;0.460815;3.488;1.60522;1.66473;54;0.994141;1.00293;726
199409;0.148364;-0.0635843;-1.24054;0.460815;3.508;2.005;1.69067;54;0.996094;1.00293;725
199456;0.148364;-0.0635843;-1.24054;0.460815;3.548;1.75323;1.52588;54;0.996094;1.00195;722
199497;0.148364;-0.0635843;-1.24054;0.460815;3.588;1.78986;1.66168;54;0.99707;1.00195;719
199536;0.148364;-0.0635843;-1.24054;0.460815;3.588;2.11639;1.35803;54;0.999023;1;720
199576;0.148364;-0.0635843;-1.24054;0.460815;3.6;1.94855;1.62964;54;1.00195;1;719
199617;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.30102;1.68457;54;1.00293;1;716
199658;0.148364;-0.0635843;-1.24054;0.460815;3.62;2.17133;1.65558;54;1.00293;0.999023;717
199706;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.4765;1.67999;54;1.00488;0.999023;720
199746;0.148364;-0.0635843;-1.24054;0.460815;3.596;2.41089;1.70898;54;1.00488;0.999023;724
199786;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.66266;1.31683;54;1.00684;0.99707;720
199826;0.148364;-0.0635843;-1.24054;0.460815;3.608;2.72522;1.68304;54;1.00684;0.999023;723
199867;0.148364;-0.0635843;-1.24054;0.460815;3.608;3.19214;1.65863;54;1.00879;0.999023;721
199910;0.148364;-0.0635843;-1.24054;0.460815;3.608;3.07312;1.63879;54;1.00879;0.999023;722
199957;0.148364;-0.0635843;-1.24054;0.460815;3.652;3.37219;1.60828;54;1.00879;0.999023;718
199998;0.148364;-0.0635843;-1.24054;0.460815;3.632;3.2486;1.75629;54;1.00684;1;717
200040;0.148364;-0.0635843;-1.24054;0.460815;3.62;3.09906;1.6098;54;1.00684;1;720
200078;0.148364;-0.0635843;-1.24054;0.460815;3.644;3.18298;1.57318;54;1.00684;1;719
200119;0.148364;-0.0635843;-1.24054;0.460815;3.644;3.22418;1.52741;54;1.00684;1;716
200159;0.148364;-0.0635843;-1.24054;0.460815;3.6;3.05481;1.50909;54;1.00488;1;719
200207;0.148364;-0.0635843;-1.24054;0.460815;3.556;2.91748;1.84631;54;1.00293;1.00195;721
200247;0.148364;-0.0635843;-1.24054;0.460815;3.552;3.02887;1.59149;54;1.00293;1.00195;722
200288;0.148364;-0.0635843;-1.24054;0.460815;3.56;3.13568;1.5213;54;1.00293;1.00195;721
200327;0.148364;-0.0635843;-1.24054;0.460815;3.552;3.10669;1.64032;54;1.00195;1.00293;721
200368;0.148364;-0.0635843;-1.24054;0.460815;3.516;2.92969;1.48773;54;1;1.00293;725
200408;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.7359;1.64032;54;1;1.00488;726
200447;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.91901;1.61591;54;1;1.00488;722
200487;0.148364;-0.0635843;-1.24054;0.460815;3.532;2.78931;1.59912;54;0.999023;1.00488;723
200527;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.32544;1.61133;54;0.99707;1.00488;722
200568;0.148364;-0.0635843;-1.24054;0.460815;3.536;2.6886;1.81885;54;0.999023;1.00586;717
200607;0.148364;-0.0635843;-1.24054;0.460815;3.548;2.21405;1.56097;54;0.99707;1.00488;717
200646;0.148364;-0.0635843;-1.24054;0.460815;3.524;2.33917;1.69373;54;0.99707;1.00488;721
200687;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.27661;1.82495;54;0.99707;1.00586;722
200726;0.148364;-0.0635843;-1.24054;0.460815;3.5;2.21405;1.8692;54;0.99707;1.00586;724
200769;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.36206;1.92413;54;0.999023;1.00586;728
200816;0.148364;-0.0635843;-1.24054;0.460815;3.48;1.8692;1.98212;54;0.99707;1.00586;737
200856;0.148364;-0.0635843;-1.24054;0.460815;3.452;2.01111;2.01263;54;0.99707;1.00586;740
200897;0.148364;-0.0635843;-1.24054;0.460815;3.48;1.96075;2.0401;54;0.99707;1.00586;739
200936;0.148364;-0.0635843;-1.24054;0.460815;3.5;2.1286;1.90582;54;0.999023;1.00488;742
200979;0.148364;-0.0635843;-1.24054;0.460815;3.5;2.15454;2.07214;54;1;1.00488;745
201027;0.148364;-0.0635843;-1.24054;0.460815;3.492;2.00348;2.20795;54;1;1.00488;747
201066;0.148364;-0.0635843;-1.24054;0.460815;3.508;2.17438;2.05689;54;1.00195;1.00293;749
201106;0.148364;-0.0635843;-1.24054;0.460815;3.512;2.35748;2.14539;54;1.00391;1.00293;748
201147;0.148364;-0.0635843;-1.24054;0.460815;3.492;2.35291;2.05689;54;1.00391;1.00195;749
201186;0.148364;-0.0635843;-1.24054;0.460815;3.48;2.6825;2.09045;54;1.00488;1.00195;753
201227;0.148364;-0.0635843;-1.24054;0.460815;3.476;2.95563;1.8692;54;1.00684;1;756
201267;0.148364;-0.0635843;-1.24054;0.460815;3.516;3.0426;1.87836;54;1.00879;1;750
